company_name,homepage_url,status,team_page_url,team_page_status,has_cmo,has_vp_marketing,has_head_of_marketing,has_marketing_director,has_marketing_manager,has_head_of_growth,has_vp_growth,has_head_of_content,has_content_director,has_head_of_seo,marketing_titles_count,marketing_titles_list,has_marketing_leader,marketing_leader_seniority,founder_has_marketing_title,founder_marketing_pattern,mentions_fractional,fractional_mention_context,careers_page_url,careers_page_status,marketing_jobs_open_count,marketing_job_titles,linkedin_company_url,confidence_tier,error_note,team_page_real
ubuntu.com,https://ubuntu.com/,ok,https://ubuntu.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://canonical.com/careers,ok,0,,https://www.linkedin.com/company/234280,high,,true
cpanel.net,https://www.cpanel.net/,ok,https://www.cpanel.net/company/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.cpanel.net/company/,ok,0,,https://www.linkedin.com/company/cpanel,high,,true
shopify.com,https://www.shopify.com/,ok,https://www.shopify.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.shopify.com/careers,ok,2,Marketing Manager;Marketing Lead,https://www.linkedin.com/company/shopify,high,,true
forter.com,https://www.forter.com/,ok,https://www.forter.com/company/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.forter.com/careers/,ok,0,,https://www.linkedin.com/company/forter,high,,true
salesforce.com,https://www.salesforce.com/eu/?ir=1&bc=DB,ok,https://www.salesforce.com/eu/?ir=1&bc=DB/team,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.salesforce.com/eu/?ir=1&bc=DB/careers,ok,0,,,medium,,false
hubspot.com,https://www.hubspot.com/,ok,https://www.hubspot.com/our-story,ok,false,true,true,false,true,false,false,false,false,false,3,marketing manager;head of marketing;vp of marketing,true,vp_marketing,false,,false,,https://www.hubspot.com/careers,ok,0,,https://www.linkedin.com/company/hubspot,high,,true
dnsmadeeasy.com,https://dnsmadeeasy.com/,ok,https://www.digicert.com/about,ok,true,false,false,false,false,false,false,false,false,false,2,chief marketing officer;cmo,true,cmo,false,,false,,https://www.digicert.com/careers,ok,0,,https://www.linkedin.com/company/dns-made-easy,high,,true
linktr.ee,https://linktr.ee/,ok,https://linktr.ee/team,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://linktr.ee/s/about/careers,ok,0,,,medium,,true
launchdarkly.com,https://launchdarkly.com/,ok,https://launchdarkly.com/team/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://launchdarkly.com/careers/,ok,0,,https://www.linkedin.com/company/launchdarkly,high,,true
hcaptcha.com,https://www.hcaptcha.com/,ok,https://www.hcaptcha.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/hcaptcha,medium,,true
trueconf.net,https://trueconf.com/,ok,https://trueconf.com/company/contacts.html,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/trueconf,medium,,true
checkpoint.com,https://www.checkpoint.com/,ok,https://www.checkpoint.com/team/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.checkpoint.com/careers/,ok,0,,https://www.linkedin.com/company/check-point-software-technologies,high,,true
slack.com,https://slack.com/,ok,https://slack.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://slack.com/careers,ok,0,,https://www.linkedin.com/company/tiny-spec-inc,high,,true
amplitude.com,https://amplitude.com/,ok,https://amplitude.com/company,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://amplitude.com/careers,ok,0,,https://www.linkedin.com/company/amplitude-analytics,high,,true
appsflyer.com,https://www.appsflyer.com/,ok,https://www.appsflyer.com/company/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://careers.appsflyer.com/,ok,0,,https://www.linkedin.com/company/appsflyerhq,high,,true
calendly.com,https://calendly.com/,ok,https://calendly.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://calendly.com/careers,ok,0,,https://www.linkedin.com/company/calendly,high,,true
gitlab.com,https://about.gitlab.com/,ok,https://about.gitlab.com/company/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://about.gitlab.com/jobs/,ok,0,,https://www.linkedin.com/company/gitlab-com,high,,true
plesk.com,https://www.plesk.com/,ok,https://www.plesk.com/about-us/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.plesk.com/careers/,ok,1,Marketing Manager,https://www.linkedin.com/company/plesk,high,,true
zendesk.com,https://www.zendesk.com/,ok,https://www.zendesk.com/company/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.zendesk.com/company/careers/,ok,0,,https://www.linkedin.com/company/zendesk,high,,true
aliyun.com,https://www.alibabacloud.com/en?_p_lc=1&f-8DC992C756BA=,ok,https://www.alibabacloud.com/en?_p_lc=1&f-8DC992C756BA=/team,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.alibabacloud.com/en?_p_lc=1&f-8DC992C756BA=/careers,ok,0,,https://www.linkedin.com/company/alibabacloudtech,high,,false
slideshare.net,https://www.slideshare.net/,ok,https://www.slideshare.net/team,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.slideshare.net/careers,ok,0,,,medium,,true
behance.net,https://www.behance.net/,ok,https://www.behance.net/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.adobe.com/careers.html,ok,0,,,medium,,true
docker.com,https://www.docker.com/,ok,https://www.docker.com/company/,ok,true,false,false,false,false,false,false,false,false,false,1,chief marketing officer,true,cmo,false,,false,,https://www.docker.com/careers/,ok,0,,https://www.linkedin.com/company/docker,high,,true
dynatrace.com,https://www.dynatrace.com/,ok,https://www.dynatrace.com/company/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.dynatrace.com/careers/,ok,0,,https://www.linkedin.com/company/dynatrace,high,,true
visualstudio.com,https://visualstudio.microsoft.com/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://visualstudio.microsoft.com/careers/,ok,0,,,low,,false
trendmicro.com,https://www.trendmicro.com/en_gb/business.html,ok,https://www.trendmicro.com/en_gb/business.html/team.html,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.trendmicro.com/en_gb/business.html/careers.html,ok,0,,https://www.linkedin.com/company/trendai-security,high,,true
hotjar.com,https://contentsquare.com/hotjar/?utm_campaign=exp__hj_hp_redirection,ok,https://contentsquare.com/hotjar/?utm_campaign=exp__hj_hp_redirection/team,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://contentsquare.com/hotjar/?utm_campaign=exp__hj_hp_redirection/careers,ok,0,,https://www.linkedin.com/company/contentsquare,high,,false
okta.com,https://www.okta.com/,ok,https://www.okta.com/company/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.okta.com/company/careers/,ok,1,Marketing Manager,https://www.linkedin.com/company/okta-inc-,high,,true
onetrust.com,https://www.onetrust.com/,ok,https://www.onetrust.com/error-pages/404/,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.onetrust.com/careers/,ok,0,,https://www.linkedin.com/company/onetrust,high,,false
wix.com,https://www.wix.com/,ok,https://www.wix.com/about/us,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://careers.wix.com/,ok,0,,https://www.linkedin.com/company/wix-com,high,,true
surveymonkey.com,https://www.surveymonkey.com/,ok,https://www.surveymonkey.com/login?ep=%2Fteam%2F,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.surveymonkey.com/careers/,ok,0,,https://www.linkedin.com/company/surveymonkey,high,,false
braze.com,https://www.braze.com/,ok,https://www.braze.com/company,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.braze.com/company/careers,ok,1,marketing lead,https://www.linkedin.com/company/792882,high,,true
branch.io,https://www.branch.io/,ok,https://www.branch.io/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.branch.io/careers/,ok,0,,https://www.linkedin.com/company/branch-metrics,high,,true
independent.co.uk,https://www.independent.co.uk/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.independent.co.uk/final-say/brexit-second-referendum-peoples-vote-march-london-final-say-many-voices-one-story-a9119776.html?utm_medium=print&utm_source=evening-standard&utm_campaign=mvos%7C1019-1019%7C&utm_content=10x7&utm_term=article,ok,0,,https://www.linkedin.com/company/the-independent,medium,,false
jotform.com,https://www.jotform.com/,ok,https://www.jotform.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.jotform.com/jobs/,ok,0,,https://www.linkedin.com/company/jotform,high,,true
intercom.io,https://www.intercom.com/,ok,https://fin.ai/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://fin.ai/careers,ok,0,,https://www.linkedin.com/company/intercom,high,,true
stackadapt.com,https://www.stackadapt.com/,ok,https://www.stackadapt.com/company,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.stackadapt.com/careers,ok,0,,https://linkedin.com/company/stackadapt,high,,true
klaviyo.com,https://www.klaviyo.com/uk/,ok,https://www.klaviyo.com/uk/about,ok,true,false,false,false,false,false,false,false,false,false,1,chief marketing officer,true,cmo,false,,false,,,missing,,,https://www.linkedin.com/company/klaviyo,high,,true
newrelic.com,https://newrelic.com/,ok,https://newrelic.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://newrelic.com/careers,ok,0,,https://www.linkedin.com/company/new-relic-inc-,high,,true
dreamhost.com,https://www.dreamhost.com/,ok,https://www.dreamhost.com/company/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.dreamhost.com/careers/,ok,0,,,medium,,true
bugsnag.com,https://www.bugsnag.com/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/smartbear,low,,false
cursor.sh,https://cursor.com/,ok,https://cursor.com/team,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://cursor.com/careers,ok,3,Marketing Manager;Marketing Specialist;Marketing Lead,https://www.linkedin.com/company/cursorai,high,,true
uber.com,https://www.uber.com/pt/en/,ok,https://www.uber.com/pt/en/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/1815218,medium,,true
mailchimp.com,https://mailchimp.com/pt-br/,ok,https://mailchimp.com/pt-br/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://mailchimp.com/pt-br/jobs/,ok,0,,https://www.linkedin.com/company/mailchimp,high,,true
anthropic.com,https://www.anthropic.com/,ok,https://claude.com/pricing,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.anthropic.com/careers,ok,0,,https://www.linkedin.com/company/anthropicresearch,high,,false
freepik.com,https://www.magnific.com/,ok,,missing,false,false,false,false,false,false,false,true,false,false,1,head of content,true,head_of_content,false,,false,,https://jobs.magnific.com/,ok,0,,https://www.linkedin.com/company/magnific,medium,,false
mixpanel.com,https://mixpanel.com/home/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,low,,false
cloudinary.com,https://cloudinary.com/,ok,https://cloudinary.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://cloudinary.com/careers,ok,0,,https://www.linkedin.com/company/cloudinary,high,,true
no-ip.com,https://www.noip.com/,ok,https://www.noip.com/about,ok,false,false,false,false,true,false,false,false,false,false,1,senior marketing manager,false,marketing_manager,false,,false,,https://www.noip.com/careers,ok,1,Always Be Learning Growth is part of the job,https://linkedin.com/company/noip,high,,true
figma.com,https://www.figma.com/,ok,https://www.figma.com/,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.figma.com/careers/,ok,1,Marketing Manager,https://www.linkedin.com/company/figma,high,,false
vercel.app,https://vercel.com/,ok,https://vercel.com/login?next=%2Fteam,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://vercel.com/careers,ok,1,Marketing Manager,https://linkedin.com/company/vercel,high,,false
typeform.com,https://www.typeform.com/,ok,https://www.typeform.com/about-us,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.typeform.com/careers,ok,0,,https://www.linkedin.com/company/typeform-,high,,true
readthedocs.io,https://about.readthedocs.com/?ref=app.readthedocs.org,ok,https://about.readthedocs.com/?ref=app.readthedocs.org/team,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://about.readthedocs.com/?ref=app.readthedocs.org/careers,ok,0,,,medium,,false
jimdo.com,https://www.jimdo.com/,ok,https://www.jimdo.com/info/legal-notice/,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/jimdo,medium,,false
agora.io,https://www.agora.io/en/,ok,https://www.agora.io/en/about-us/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.agora.io/en/careers/,ok,0,,https://www.linkedin.com/company/agora-lab-inc,high,,true
squarespace.com,https://www.squarespace.com/,ok,https://www.squarespace.com/about/company,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.squarespace.com/about/careers,ok,0,,https://www.linkedin.com/company/squarespace,high,,true
rackspace.com,https://www.rackspace.com/,ok,https://www.rackspace.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://rackspace.wd1.myworkdayjobs.com/External,ok,0,,https://www.linkedin.com/company/rackspace-technology,high,,true
onesignal.com,https://onesignal.com/,ok,https://onesignal.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://onesignal.com/careers,ok,0,,https://www.linkedin.com/company/onesignal,high,,true
clever.com,https://www.clever.com/,ok,https://www.clever.com/about,ok,false,true,false,false,false,false,false,false,false,false,1,vp of marketing,true,vp_marketing,false,,false,,https://www.clever.com/about/careers,ok,0,,https://www.linkedin.com/company/clever-inc-,high,,true
segment.io,https://www.twilio.com/en-us/segment,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/twilio-inc-,low,,false
odoo.com,https://www.odoo.com/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.odoo.com/jobs,ok,0,,https://www.linkedin.com/company/odoo,medium,,false
ipinfo.io,https://ipinfo.io/,ok,https://ipinfo.io/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://ipinfo.io/jobs,ok,0,,https://www.linkedin.com/company/ipinfo,high,,true
coursera.org,https://www.coursera.org/,ok,https://careers.coursera.com/homepage,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://careers.coursera.com/homepage,ok,0,,https://www.linkedin.com/company/coursera,high,,false
ilovepdf.com,https://www.ilovepdf.com/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/ilovepdf,low,,false
notion.so,https://www.notion.com/,ok,https://www.notion.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.notion.com/careers,ok,1,Marketing Manager,https://www.linkedin.com/company/notionhq,high,,true
hostinger.com,https://www.hostinger.com/,ok,https://www.hostinger.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/hostinger,medium,,true
pendo.io,https://www.pendo.io/,ok,https://www.pendo.io/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.pendo.io/careers/,ok,0,,https://www.linkedin.com/company/pendo-io,high,,true
wise.com,https://wise.com/,ok,https://wise.com/login?redirectUrl=%2Fteam,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://wise.jobs/,ok,0,,https://www.linkedin.com/company/wiseaccount,high,,false
lge.com,https://www.lg.com/pt/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,low,,false
split.io,https://www.split.io/,ok,https://www.harness.io/company/about-us?utm_campaign=fme&utm_source=split_io&utm_medium=redirect&utm_content=individual,ok,true,false,false,false,false,false,false,false,false,false,1,chief marketing officer,true,cmo,false,,false,,https://www.harness.io/company/careers?utm_campaign=fme&utm_source=split_io&utm_medium=redirect&utm_content=individual,ok,0,,https://www.linkedin.com/company/6646849,high,,true
netlify.app,https://www.netlify.com/,ok,https://www.netlify.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.netlify.com/careers/,ok,0,,https://www.linkedin.com/company/netlify,high,,true
gofundme.com,https://www.gofundme.com/,ok,https://www.gofundme.com/c/executive-team,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.gofundme.com/c/careers,ok,2,Marketing Manager;Marketing Lead,,medium,,false
usercentrics.eu,https://usercentrics.com/,ok,https://usercentrics.com/about-us/,ok,true,false,false,false,false,false,false,false,false,false,1,cmo,true,cmo,false,,false,,https://usercentrics.com/career/,ok,0,,https://www.linkedin.com/company/usercentrics,high,,true
trello.com,https://trello.com/,ok,https://trello.com/team,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://trello.com/careers,ok,0,,https://www.linkedin.com/company/atlassian,high,,true
medallia.com,https://www.medallia.com/,ok,https://www.medallia.com/about-us/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://jobs.medallia.com/,ok,0,,https://www.linkedin.com/company/medallia-inc,high,,true
wayground.com,https://wayground.com/,ok,https://wayground.com/home/about,ok,false,false,false,false,false,false,false,false,false,false,1,growth lead,false,marketing_lead,false,,false,,https://wayground.com/home/careers,ok,0,,,high,,true
redtube.com,https://www.redtube.com/,ok,,missing,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,,low,,false
attn.tv,https://www.attentive.com/?utm_source=attn.tv,ok,https://www.attentive.com/?utm_source=attn.tv/team,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.attentive.com/?utm_source=attn.tv/careers,ok,0,,https://www.linkedin.com/company/attentivemobile,high,,false
sectigo.com,https://www.sectigo.com/,ok,https://www.sectigo.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.sectigo.com/careers,ok,0,,https://www.linkedin.com/company/sectigo,high,,true
singular.net,https://www.singular.net/,ok,https://www.singular.net/about-us/company-culture/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.singular.net/careers/,ok,0,,https://www.linkedin.com/company/singular-labs,high,,true
huggingface.co,https://huggingface.co/,ok,https://huggingface.co/Team,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://apply.workable.com/huggingface,ok,0,,https://www.linkedin.com/company/huggingface,high,,true
oreilly.com,https://www.oreilly.com/,ok,https://www.oreilly.com/about/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.oreilly.com/careers/,ok,0,,https://www.linkedin.com/company/oreilly,high,,true
trustarc.com,https://trustarc.com/,ok,https://trustarc.com/company/why-trustarc/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://trustarc.com/company/careers/,ok,0,,https://www.linkedin.com/company/trustarc,high,,true
livechatinc.com,https://www.livechat.com/,ok,https://www.text.com/team/,ok,false,false,true,false,true,false,false,false,false,false,2,head of marketing;marketing manager,true,head_of_marketing,false,,false,,https://www.livechat.com/careers/,ok,0,,https://www.linkedin.com/company/text,high,,true
twilio.com,https://www.twilio.com/en-us,ok,https://www.twilio.com/en-us/company,ok,true,false,false,false,false,false,false,false,false,false,1,chief marketing officer,true,cmo,false,,false,,,missing,,,https://www.linkedin.com/company/twilio-inc-,high,,true
dnsimple.com,https://dnsimple.com/,ok,https://dnsimple.com/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://dnsimple.com/jobs,ok,0,,https://www.linkedin.com/company/dnsimple,high,,true
investing.com,https://www.investing.com/,ok,https://www.investing.com/about-us/,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/investing-com,medium,,true
mapbox.com,https://www.mapbox.com/,ok,https://www.mapbox.com/company,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.mapbox.com/careers,ok,0,,https://www.linkedin.com/company/mapbox,high,,true
adroll.com,https://www.adroll.com/,ok,https://www.adroll.com/why-adroll,fake_redirect,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,https://www.nextroll.com/careers,ok,0,,https://www.linkedin.com/company/nextroll,high,,false
appier.net,https://www.appier.com/en/,ok,https://www.appier.com/en/about,ok,false,false,false,false,false,false,false,false,false,false,0,,false,,false,,false,,,missing,,,https://www.linkedin.com/company/appier,medium,,true
